3	0
5	1
6	2
17	3
18	4
19	5
21	6
24	7
57	8
58	9
62	10
63	11
106	12
108	13
113	14
114	15
119	16
120	17
121	18
122	19
123	20
127	21
128	22
132	23
133	24
134	25
135	26
136	27
137	28
138	29
154	30
155	31
156	32
157	33
161	34
163	35
173	36
182	37
185	38
186	39
224	40
230	41
231	42
233	43
238	44
239	45
247	46
250	47
251	48
252	49
253	50
260	51
287	52
290	53
293	54
294	55
298	56
302	57
303	58
313	59
335	60
732	61
737	62
748	63
752	64
758	65
764	66
768	67
774	68
775	69
779	70
792	71
795	72
798	73
800	74
805	75
807	76
808	77
809	78
827	79
923	80
924	81
925	82
928	83
929	84
943	85
954	86
962	87
984	88
1032	89
1054	90
1061	91
1068	92
1069	93
1070	94
1071	95
1362	96
1374	97
1375	98
1376	99
1377	100
1378	101
1400	102
1576	103
1577	104
1589	105
1592	106
1605	107
1633	108
1695	109
1724	110
1728	111
1731	112
1732	113
1846	114
1847	115
2059	116
2060	117
2067	118
2068	119
2094	120
2163	121
2175	122
2188	123
2241	124
2242	125
2285	126
2293	127
2295	128
2298	129
2301	130
2302	131
2308	132
2309	133
2346	134
2520	135
2521	136
2566	137
2619	138
2622	139
2626	140
2705	141
2780	142
2792	143
2815	144
2872	145
3365	146
3462	147
3466	148
3472	149
3473	150
3492	151
3511	152
3517	153
3518	154
3621	155
3626	156
3627	157
3681	158
3683	159
3685	160
3687	161
3704	162
3705	163
3754	164
3900	165
3914	166
3915	167
3916	168
3917	169
3918	170
3919	171
3920	172
3921	173
3922	174
3958	175
3969	176
3972	177
3997	178
4025	179
5757	180
5856	181
6069	182
6115	183
6116	184
6117	185
6131	186
6174	187
6214	188
6237	189
6238	190
6345	191
6346	192
6347	193
6349	194
6382	195
6539	196
6693	197
6968	198
7116	199
7465	200
7698	201
7873	202
7874	203
7903	204
9056	205
9071	206
9377	207
9407	208
9408	209
9523	210
11293	211
11323	212
11326	213
11327	214
11328	215
11456	216
11457	217
11467	218
11468	219
11475	220
11478	221
11530	222
11532	223
11533	224
11534	225
11535	226
11689	227
11737	228
11738	229
11739	230
11749	231
11750	232
11865	233
11866	234
11910	235
11911	236
11912	237
11920	238
11924	239
11926	240
11949	241
11950	242
12090	243
12091	244
12093	245
12095	246
12097	247
12099	248
12100	249
12119	250
12240	251
12241	252
12245	253
12253	254
12254	255
12255	256
12257	257
12260	258
12316	259
12317	260
12322	261
12581	262
12610	263
12670	264
12757	265
12794	266
12796	267
12797	268
12800	269
12807	270
12815	271
12816	272
12834	273
12863	274
12864	275
12917	276
12925	277
12936	278
12937	279
12939	280
13031	281
13093	282
13097	283
13098	284
13100	285
13107	286
13108	287
13109	288
13110	289
13129	290
13142	291
13149	292
13162	293
13210	294
13212	295
13214	296
13244	297
13249	298
13347	299
13592	300
13780	301
13800	302
13811	303
13819	304
13820	305
13821	306
13822	307
13866	308
13898	309
13899	310
13904	311
13926	312
13927	313
13928	314
13929	315
13932	316
13935	317
13969	318
13971	319
13976	320
13994	321
14014	322
14106	323
14122	324
14125	325
14126	326
14127	327
14128	328
14129	329
14130	330
14134	331
14182	332
14232	333
14233	334
14339	335
14409	336
14410	337
14455	338
14473	339
14476	340
14477	341
14478	342
14571	343
14606	344
14791	345
14793	346
14794	347
14795	348
14810	349
14826	350
14835	351
14836	352
14838	353
14839	354
14861	355
15022	356
15057	357
15058	358
15086	359
15093	360
15099	361
15100	362
15101	363
15102	364
15103	365
15104	366
15105	367
15106	368
15161	369
15162	370
15214	371
15279	372
15283	373
15287	374
15293	375
15295	376
15301	377
15302	378
15303	379
15330	380
15343	381
15350	382
15361	383
15368	384
15370	385
15433	386
15434	387
15435	388
15436	389
15437	390
15438	391
15439	392
15440	393
15441	394
15442	395
15443	396
15444	397
15449	398
15500	399
15502	400
15504	401
15551	402
15552	403
15643	404
15677	405
15682	406
15726	407
15782	408
15784	409
15925	410
16027	411
16028	412
16129	413
16135	414
16703	415
16767	416
16774	417
16776	418
16793	419
16803	420
16804	421
17239	422
17240	423
17641	424
17728	425
17825	426
17841	427
18131	428
18323	429
18673	430
18964	431
19622	432
19623	433
19624	434
19625	435
19666	436
20574	437
20581	438
20582	439
20868	440
20879	441
20993	442
21183	443
21187	444
21233	445
21477	446
21605	447
21994	448
22113	449
22142	450
22144	451
22441	452
22586	453
22710	454
24115	455
24117	456
24118	457
24140	458
24145	459
24235	460
24335	461
24340	462
24377	463
24490	464
24604	465
25267	466
25269	467
25419	468
25536	469
26594	470
26882	471
26904	472
26972	473
26973	474
26975	475
26991	476
27028	477
27055	478
27088	479
27140	480
27173	481
27174	482
27175	483
27187	484
27193	485
27301	486
27323	487
27331	488
27349	489
27442	490
27512	491
27520	492
27529	493
27554	494
27598	495
27599	496
27679	497
27680	498
27687	499
27757	500
27758	501
27813	502
27848	503
27878	504
27912	505
27928	506
27935	507
32558	508
32559	509
32565	510
32615	511
32616	512
32617	513
32618	514
32633	515
32684	516
